Id,Name,Color,Price,Ratings,Review_head,Review
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,good fit,fit was great  wish they did the distressing better
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,Number one brand in the world,Waaoowww amazing product looks good on me  whenever I am wearing
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,Great fit with style,Great fit and quality  if you are looking for a loose fit with style this is the perfect Jean for you
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,4,jeans sometimes come with holes,good jeans but 1 point off for the scuffs in the jeans
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,College approved,My college son loves the baggy fit of these jeans.
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,Good fabric,It really nice and soft
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,90's are back!!,Love the new cut of these jeans!
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,4,very comfortable,very comfortable jeans. only drawback is the button fly. but stylish and roomy for those who have an athletic build and large quads.
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,good buy - but recognize that they're button fly,very soft texture. the one surprise is that these jeans are button fly. but i'm still wearing them.
455585002,100% Organic Cotton '90s Loose Jeans with Washwell,medium wash,$79.95,5,Perfect,Perfect size  great material  and the hole isn't too big  you should definitely buy!
455585002,Slim Jeans in GapFlex with Washwell,grey wash,$69.95,NA,NA,NA
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,size,nice fit
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Perfect fit  nice look,Love the fit. Gap has been my go-to for years.It hugs the legs after a wash  but then loosens up over time.#sweepstakes
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Amazing,Soft perfect fit
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Size is exact,Comfort & size are perfect
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,His favorite,These are my sons favorite. We buy a pair every year! He loves the fit and no holes.
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,I bought a second pair #sweepstakes,#Sweepstakes I love these jeans  I was looking for a light wash that aren't too tight-fitting.
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Great fit  great stretch  great price,Best jeans ever. The stretch (paired up with the price) is unmatched. Only qualm - more color options please!
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Slim and Stretchy or No Deal.,I only wear GAP Jeans. But they have to be super stretchy material to fit my body. Gap keeps changing their nomenclature Softflex  or Gapflex. It's hard to keep up and the colour choices are limited. So when I find a colour I like I always order a few at a time.
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,5,Jeans are timeless!,I've been wearing gap jeans for nearly 15 years and I just purchased this new pair and they fit and look as well as they historically have and we LOVE a pair of light wash jeans and jeans with STRETCH. #sweepstakes
819620002,Slim Jeans in GapFlex with Washwell,light wash,$55.00,4,Solid purchase,Jeans are slightly darker near the cuff than appear in the photos and run a little tight on the quads  but overall pretty happy with them #sweepstakes
488997002,Straight Jeans in GapFlex with Washwell,new shadow,$79.95,5,Perfect jeans,Great fit and versatile jeans. I have three pairs in three colors
488997002,Straight Jeans in GapFlex with Washwell,new shadow,$79.95,4,Prompt delivery,Shipped as promised; jeans are as described
488997002,Straight Jeans in GapFlex with Washwell,new shadow,$79.95,5,EXCELLENT FITTING,Perfect Fit
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Sizing is perfect,Great color and true to fit
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Roomy for thicker legs,Great jeans for those individuals with more muscle on the legs. Not tight but not loose. Looks greats
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Awesome style and fir,Cool looking and a great fit!
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Great weight,These jeans are perfect for our son!
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Will buy these again!,Great jeans at a great price!
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,comfortable jeans,comfortable  flexible jeans
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,4,Love them.,Love the flex. Comfortable. Wash was a dark shade that looked good.
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,great fitting jeans,fit perfectly!
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Good purchase,Great fit  very comfortable
709193002,GapFlex Straight Jeans with Washwell,medium wash,$55.00,5,Stretch  Style  variety of colors and in all sizes!,I love those jeans because the "Gap Flex" material stretches and while they are "Straight" legs they are not like the old days; they are still are stylish. GAP has re-engineered this fit in the right places so they don't seem baggy like years ago. They come in a variety of denim colors  the price is right and have GAP's reputation and services!
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,no names in the back is perfect,looks good with any kind of shirts
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,comfortable,Great fit  great quality
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,Amazing,Love my jeans
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,4,Solid,Nice look
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,4,Fit,It was a gift my son loved the fit
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,Very comfortable,Excellent fabric  great color  soft and comfortable.Great for everyday activities.
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,4,Comfortable pair of jeans,Super comfortable and runs true yo size.
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,Good feeling,Feel very good overall.
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,4,Good quality,Nice jeans  would have kept it if the length would have fit
786895002,Straight Jeans in GapFlex with Washwell,worn dark,$55.00,5,Nice,Nice jeans
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Love it,Love it
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,4,Love these jeans,Love these jeans. They wear well and are a great fit. The only thing I would change is how far apart the back pockets are.
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Great fit!,Great fit! Fits true to size.
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Colour,Colour
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,2,Spandex,Please stop with the stretch in the denim. These "jeans" feel like leggings. Way too much stretch  bring back real denim!! Bring back the selvage denim!!! T
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Best jeans out there!,Love this product  gap has the perfect sizes and are the only jeans I buy!
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Good,Perfect as is
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Best jeans ever!!!!,These are my go to jeans!
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,5,Perfect fit,Excelent Jeans perfect fit
819578002,Skinny Jeans in GapFlex with Washwell,rinse,$69.95,4,Jeans fit good,Love the jeans
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,4,Casual Style,These jeans are great for a more casual look. They wear well and the fit is great.
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Soft!,Nice and soft from the get-go. Fits my man beautifully.
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Nice,I like it
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Perfect skinny fit,Great Fit!! Bought another pair.
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Fit and Shade,Great fit and shade
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Super happy with my jeans,Love it and the price as well
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Comfortable,Very comfortable and well made…just what I was looking for
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Very comfy nice jeans for skinny tall,31x34 fits perfectly on 6'5 (170pounds)  they are super comfy and look very nice and clean.
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Fabric quality is great,Great fabric and fit I love it
819575002,Skinny Jeans in GapFlex with Washwell,dark wash,$69.95,5,Good price and good quality,It looks amazing on and it fits  comfortable
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,5,Need 2 more pairs ;),I will be buying more of these!! Love them and can't wait to get another pair. Relaxed fit and super comfortable.
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,5,Love the button fly,Love the button fly
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,3,Overall fit,Pants are on the loose fit end(they lay frumpy on my body (maybe it's my body type)!  I'm 5"11 220 lbs stocky build side 34 waist! Will definitely need tailoring($$)
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,4,Nice,Nicely made. I feel like they are a little bigger than the measurements but nice jeans
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,5,90s jeans are it,Great 90s silhouette  slight distress.
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,5,Great Jeans,Wrote review as part of #sweepstakes.The good: Wash is really well done. Got compliments on it.Rise and fit are exactly like some jeans i had in the 90s. Good job  gap. I think these are my new favorite jeans. Crotch/inseam is lower than styles have been lately so a 32 inseam will be longer on the leg than their non-90s fit straight jeans 32 inseam will. The bad: The distressing is done on the cuffs of each leg. Around the bottom. When this cuff falls apart  jeans look really ratty. Distressing it early just accelerates the process. This is a small downside and probably true of most jeans that are made lightly distressed. Also  the front pockets are kind of small. Smaller than I'm used to. I have a normal smart phone (not like an XL model) and it fits  but barely.
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,4,Great fit,Loved the fit of these jeans I am a petite women and they look amazing on  the wash on this model is a bit much but still pretty cool
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,5,Comfortable,Boyfriend loved the pants
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,4,Fits  comfortable  consistent,fuller than 501s.  pre-distressed is good except for the bottom cuff/seam which will shorten the life of the jeans unnecessarily
455584002,100% Organic Cotton Button Fly '90s Original Straight Fit Jeans with Washwell,medium wash,$79.95,1,Too big,The jeans are too big   I washed them thinking that they was going to shrink but they didn't. I got them in my size 36 I should've went down a size
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,4,Simple and straightforward,These jeans are ok. If you're looking for a simple basic pair of black denim  this works. There is nothing special and I wasn't terribly impressed with the quality and unfortunately not what I was looking for.
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,3,Feels a bit stiffer than the ones from last year,The fit is just okay.  I was expecting a bit moee flex.  I couldve sworn that older versions had more flex.  The recent batch I bought seemed a bit stiff.
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,4,Great,They're great and fit perfect
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,Nice fit,My husband loves these jeans. It's his favourite cut.
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,the quality,I love it
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,Oxiclean stains them,I like that these pants look very 80's-90's
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,Comfortable,These are some comfortable jeans
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,Know what you need these jeans for ....each cut is different,I am a big fan of Gap jeans for many   many years. For some reason I never was into Levi's   Wrangler  Lee...etc. Found the cut of Gap jeans appeals to my style   comfort and durability. Have at least 35 pairs of Gap jeans (more than I can use ....) but I enjoy to wear them!
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,3,Fit,Great fit!
709140002,Slim Jeans in GapFlex with Washwell,black wash,$69.95,5,Nice jean,Good cut and fit. Slightly looser than skinny
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Skinny light wash,Nice colour  good fitting  confortable. Everything was perfect.
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Colour,Amazing fitting
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Great,From now on i will only buy my jeans at GAP  the perfect size and it's very durable material.
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Comfortable/Quality and Affordable,Where do I begin. The Gap been the it brand since I was a kid I'm the 90s and I'm still making purchases from the clothing brand. Satisfied and will continue to shop with Gap!
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Great material for a good price,Great material
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,As Expected!,#SweepStakes Great jeans as expected and as shown in the website. Very happy with my purchase.
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Great flex fabric.,The fabric and flex is great. Been looking for a light blue wash jeans  Gap got it right. Thought the fit was a little fuller than I like  I will keep them.
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Perfect,Perfect size. Good quality
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,The amazing fit,I love the color and how well they fit.
819602002,Skinny Jeans in GapFlex with Washwell,light bleached,$69.95,5,Everything fits just like it should,Forgot how great Gap jeans were when I was young. I shop pretty extensively now at Gap!
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Blue for Mondays,Elegant Fit
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Great fit,Great cut for my husband who has narrow hips n skinny legs.
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Gap Jean's for the win!,Bought 2 pair of these. The length is perfect. For my son the waist was a bit big  be he loved them so much he just put on a belt and kept his shirt u tucked  problem solved.
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Great pair of jeans!,Soft and perfect fit.
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,perfect fit,snug pair of jeans but not to snug just right
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Comfortable and look great,Bought them for my husband. He loves them! They're very comfortable  and look great on him. He's very picky so it was a gamble buying them without trying on. For reference he's 6'1"  205lbs and I got the 34/34s.
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,4,Great fit,Good fit not too baggy  not too skinny
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,5,Nice,Nice color  fits very well.
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,4,Great medium blues,Husbands loved these. The shade is what caught my attention when I ordered. Great medium blue  jeans for him. He never liked slim fit but now he loves them bc they're not as tight as he thought they would be. He appreciates the stretch in them even tho he doesn't go for a snug look  but feel. Not to many whiskers and fades. They are just right
709148002,Slim Jeans in GapFlex with Washwell,medium wash,$69.95,4,Great service,Durable and form fitting
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,4,Well made.,It maybe to soon  but the jeans seem well made and look richer than their price.
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Comfy with a bit of stretch.,These fit great and were very comfortable. Will definitely buy again.
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Amazing jean,Very comfortable great jeans
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Great Jeans,Comfortable and and stylish.
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Cool wash,Classic cut  cool wash .DressUp or down.
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Length was great!,Perfect fit
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Very nice & fit good!,These are my hubby's new favorite pair of dark denim jeans! They wash well & haven't faded!
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Nice looking jeans!,My son loves these jeans! He wanted jeans that had stretch and were comfortable. This is the pair!
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Good jeans,Tried and true… gap jeans just fit me the best.  I recently bought jeans from jcrew  and they were too tight around the thighs and too loose at my waist.  I'm not a thic guy.  Lol.  In gap  I'm a 31 slim.  Always seems to work just right.
809092002,Straight Jeans in GapFlex with Washwell,resin rinse,$69.95,5,Great fit,Great jeans for my son  perfect fit.
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Just the right fit,My son and son in love live these boot leg jeans!!! Perfect fit and length ALL the things me at a great price❤️
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Great jeans,There is alot of room in the thighs
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Fits right at the right price!,Fits like how bootcut jean should fit. Fits right on the thigh and flares enough to give it the style I was looking for. Got it with additional discount which made me feel good about my purchase.
595358002,Boot Jeans with Washwell,medium wash,$69.95,1,Returned  did not fit well.,Does not size well compared to other jeans...I returned these.
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Good quality jeans!,Fit great and good quality
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,So comfrotable and look good too,I love the way these boot cut jeans wear and feel and have many pairs.  Not really into the skinny tapered look that feel too tight on me.
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Great product,Great fit & material!
595358002,Boot Jeans with Washwell,medium wash,$69.95,4,Quality,Nice colour and weight
595358002,Boot Jeans with Washwell,medium wash,$69.95,1,Not the same bootcut,My husband has been wearing these jeans for over a decade now. Just ordered two pair and they're not the same cut anymore. They're more like bell bottoms now. I don't understand why companies do this. Who asked you to change these? Why make a change without letting your customers know? Sadly  after being a loyal gap customer for so many years  now my husband is off to find a new brand of jeans.
595358002,Boot Jeans with Washwell,medium wash,$69.95,5,Gap products are great,Great product and delivered as advertised.
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Soft,It fits perfect and very soft.
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,comfortable,Love them so far
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Very comfortable,Most comfortable jeans I own
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Quality jeans,Beautiful craftsmanship
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,3,Nice but problem with the front pockets,I have MANY pairs of Gap jeans and they usually fit very well  but these I have a problem with. The denim extends very little in the inside front pocket  and this combined with the thin and soft material causes the white inner pocket lining to be almost always visible as soon as I move or sit down. I didn't realize this before washing them or else I would have returned them. They're pretty much unwearable for this reason.
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Comfortable,These are some comfortable jeans
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Great fit.,Good fit. Perfect length
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,boyfriend's new fav jean,Bought for boyfriend. He commented on how soft but strong the material is. Asked me to buy more immediately
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Comfortable and stylish,Comfortable and stylish
455577002,Slim Jeans in SoftFlex with Washwell,resin rinse,$79.95,5,Perfect straight fit not a skinny jean but a perfect slim,Perfect fit  has a stretch and the waste band Fits comfortable! True to size as well
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,Great slim fit.,Not too tight and not too loose. This pair is a great rinse and they are super comfortable with the stretch.
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,Great,Great color and fit
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,They fit.  He is very thin and they don't bag.,My husband loves these!!
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,3,Will rerurn and try different size.,New sizes not in sync with older Gap demin.
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,4,Very comfortable,Nice fit
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,You can trust Gap products,Very comfortable fit and does not fade after a wash
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,4,Good quality,The extra long pants were still too short
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,Perfect fit and comfy!,True to size and perfect fit. These are very comfortable jeans with just enough room around the thighs. Highly recommend!
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,A comfy pair,Very nice fit and colour! True to size.
455516002,Slim Jeans in SoftFlex with Washwell,dark wash,$79.95,5,Great jeans,True to size. Great quality.
455578002,Soft Flex Straight Jeans with Washwell,black wash,$79.95,5,comfortable,soft against skin  breathable  and affordable.
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Fits like a glove,I'm almost 40 and think skinny jeans look ridiculous  that being said these are perfectly tight on the thighs and calf without needing butter to put on. Fit as well as $500 pairs I've had in the past.
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Soft,Very nice fabric!
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,True to size,Super comfy
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,1,NOT AS SLIM AS THEY LOOK ON THE MODELS,Not as simple as the look on these photos. I actually think that these photos are deceiving.
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Great Jeans,I always buy these jeans for my spouse because they fit so well.  The other jeans are very baggy in the hip/butt area and look strange.  Also  they wash  well  as they say  so keep on making them!
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,4,nice quality,a little big.  not so slim
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Nice jeans,Nice jeans
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,4,As comfortable as my aging Gap 1968 jeans,I bought these to replace some aging 1969 Gap slim jeans. With the Gapflex feature they appear to be even more comfortable. I used to buy jeans at Banana Republic  but due to their unrealistically high prices I have moved on to Gap. The value is here.
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Not too slim.,Comfortable with a bit of stretch.
709153002,Slim Jeans in Gapflex with Washwell,worn dark,$69.95,5,Found the perfect style!!,Nice cut  flexible  don't bag out.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,Great guy and colour,Great fit and colour
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,good,good
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,White Jeans,Very comfy good fit.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,Highly recommended,Great pair of jeans at a reasonable price.  Very comfortable.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,3,Perfect for a few wears  then wrinkles :'(,The dark smudges and stains getting on  I understand as this is a beige pants and I need to be careful  but the wrinkles! Once it comes out of the dryer a couple of times  the jeans will have these thin wrinkle everywhere. Ironing it doesn't help... I can't recommend this and I am wondering this is due to "Gapflex" feature.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,Bold color  great fit,Regular fit jeans  true to size.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,4,worth a penny,I like the color  although the inseam is little bit long  I still like it.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,Great fit,Great fit. True to size   Very nice denim fabric
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,3,#sweepstakes,It's hard for me to find jeans that fit me well. It's either too tight or too long. Aside the fact this is a nice color  there needs to be a size 31-28.
595744012,Straight Jeans in GapFlex with Washwell,carls stone,$79.95,5,Heart,Love! Great quality and color
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,comfortable,Great fit  great quality
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,Great fit,Great fit.
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,size,Ordered 28"30" which fits me well
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,4,Fits good but don't like flex,Fits good but don't like flex
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,Perfect material,The perfect straight fit jeans.
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,Awesome jeans!,I absolutely love my GAP jeans.  They are comfortable  wear well and look great.  This is my 3rd & 4th pair since discovering them.  When needed in a few year to replace these I will be buying more for sure!
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,Great fit!,Good quality and great price! I have. Been buying these Jeans for years.
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,Awesome jeans,Great color and fit
709159002,Straight Jeans in GapFlex with Washwell,light wash,$55.00,5,very comfortable,greta pair of jeans
