Review,Sentiment
Nice fit. Comfortable movement,positive
Great quality and great fit,positive
Great jeans that fit well and accurate to the description. The only reason I didn't give this five star was because the jeans aren't as soft as I expected or would've liked. But other than that - they're great.,mixed
Fit exactly right.,positive
Great looking jeans! Length was perfect but waist was smaller than my normal. Will re order up.,positive
Quality jeans; arrived quick,positive
Husband loved these jeans I never thought he'd change from his old heavy jeans.,positive
Love these. Light wash isn't too light. Super comfortable.,mixed
good sale on everyday basic,positive
Love it,positive
Good fit and nice looking jeans,positive
The material of the pant is so comfortable it's soft not rough.,positive
Great fit and material,positive
"They say full stretch they mean full stretch! Very stretchy, full stretch all around, very comfortable",positive
I've have been looking for the perfect pair of jeans for YEARS.  I have traditionally been a customer of mainly Banana Republic and Gap and never paid much attention to Old Navy.  I have to say that these jeans are perfect.  They are stretchy but they don't have that weird look to them that some stretchy jeans have.  These are way better than anything that Gap and BR have to offer.  Very impressed.,positive
"They look great and fit well. a little concerned about shrinkage.
Washed in cold water definitely shorter.",mixed
"Bought these for my grandson, he really likes them. It's difficult to find jeans his size. The half price cost was great. Thanks!",mixed
Nice with stretch,positive
Most comfy jeans ever. I had to buy multiple pairs. Just buy some. You'll dig them.,positive
"I like the Light blue Denim jean, the material stretchy and not hard. It feel great and looks good, the bottom of the jeans is a little wide but still good.",positive
The jeans are a perfect fit and great quality for the price.  Checkout was super easy!,positive
great fit durable jeans,positive
"Quality jeans, shipped fast!",positive
Like these jeans they really go with the black denim shirt that Old Navy sells.,neutral
Comfy,positive
looks good,positive
"Amazing fit and great style! Will purchase more jeans from Old navy soon
My go-to brand for jeans from now on :)",positive
Nice fit. Comfortable movement,positive
Great quality and great fit,positive
Great jeans that fit well and accurate to the description. The only reason I didn't give this five star was because the jeans aren't as soft as I expected or would've liked. But other than that - they're great.,mixed
Fit exactly right.,positive
Great looking jeans! Length was perfect but waist was smaller than my normal. Will re order up.,positive
Quality jeans; arrived quick,positive
Husband loved these jeans I never thought he'd change from his old heavy jeans.,positive
Love these. Light wash isn't too light. Super comfortable.,mixed
good sale on everyday basic,positive
Love it,positive
Has great quality. Better than I expected! True to size.,positive
Good quality denim and comfortable fit,positive
Love the fit and style,positive
Perfect work pants,positive
Loose and fashionable. Heavy. Good quality,mixed
Love the pants so much I bought two more pairs! The 3rd pair in black. Very happy!!,positive
I like so much this style becouse it's very confortable for my.,positive
Great work pants. Good quality and robust stitching. Feel like my Carhartt or dickies pants after being broken in for a few years.,positive
Stress free and quick delivery!,positive
Very comfort. Good looking.,positive
Jeans can be dressed up or as casual,neutral
Jeans look amazing on,positive
😊,positive
"They fit good

However they don't flex like they are supposed to",positive
"Great for, I'm 5'7 and these jeans fit really well.",positive
Perfect fit my son is 6'4 150lbs,positive
The jeans are comfortable and look good.,positive
Very stylish,positive
Perfect fit,positive
Great fitting jeans for my son. Had to order online since the store does not carry the size I needed,mixed
Bought for my husband.  Very comfy with lots of stretch.,positive
As a fan of the Lived-In shorts from Old Navy I have been looking for their long pants equivalent. While these are not from the same materials they do provide a comfortable and casual fit. I like them a lot. Just enough stretch and yet not clingy and warm in the hot weather here in Southern California.,positive
"Showed up on time, fit great, look excellent 👍🏻",positive
The zipper won't stay up and the zipper pull fell off on day 1.,negative
Size small,negative
"16 year old teen said that they were okay.  I just want clothes that he won't show his underwear, so the struggle is real.",neutral
"Comfy & stylish! True to size, run maybe slightly small compared to other brands in the same size",positive
A little snug but very comfortable! Buy a size up,positive
These jeans were just what I was looking for and I found them at Old Navy!  I weigh 175lbs and 5ft 9in.  They fit and feel great. Now I know where to shop!!!,positive
Goid,neutral
Nice quality and fit. Like the flex fabric,positive
"The leg length ran a little long, but good sturdy pants.",positive
Good for price,positive
"Flexible and comfortable, fits as expected",positive
True to size and comfortable,positive
Very comfortable and roomy. True to size,positive
Comfy and fit true to size.,positive
Great value,positive
The feel so soft and not so restricted. Easy to move around in.,positive
"these are great pants! they are more form fitting than other work wear, so they are not Baggy.",positive
,neutral
"My husband loved these jeans when he tried them on.  They stretched in just the right way, and I loved the feel of the material.",positive
Super comfy and they look great!,positive
These are amazing and fit perfectly,positive
"Nice jeans,color and got is good but you can size down in waist,but overall nice",positive
Great fit. Love that these jeans are loose fitting but not to baggy. Love that old navy has sizing for tall and skinny. Ordered the 30 x 34. Perfect color. Not too dark or too light.,positive
Comfortable  Fit Comfortable Price,positive
Coooool,positive
I love the shade of denim and the fit is great-love the stretch ! Very comfortable,positive
Perfect for my family,positive
Great fit and comfy too,positive
Great fit,positive
"The Slim 360° Stretch Performance Gray Jeans for Men have truly exceeded my expectations, providing both style and comfort in one exceptional package. These jeans have become a staple in my wardrobe, and I am thoroughly satisfied with their performance.

Pros:
Flattering slim fit: The slim fit of these jeans offers a modern and stylish look, perfectly complementing various outfits and occasions. The well-tailored design enhances my body type, giving me a sharp and put-together appearance.
360° stretch performance: The stretch fabric used in these jeans is a game-changer for comfort. It allows unrestricted movement and flexibility, making them ideal for active lifestyles and daily wear. Whether I'm walking, sitting, or engaging in any physical activity, the jeans never feel restrictive even though they are ""skinny"".
Timeless gray color: The gray color of these jeans adds versatility to my wardrobe, making them easy to pair with a wide range of shirts and shoes. From casual outings to semi-formal events, these jeans seamlessly adapt to any dress code.
Durable construction: The high-quality materials and expert craftsmanship ensure that these jeans are built to last. They have proven to withstand regular wear and washing, maintaining their shape and color over time.
Comfortable everyday wear: These jeans have become my go-to choice for everyday wear, as they strike the perfect balance between style and comfort. They provide a relaxed feel without sacrificing a polished appearance.

Overall, the Slim 360° Stretch Performance Gray Jeans have become an indispensable part of my wardrobe. Their flattering slim fit, stretch performance, timeless gray color, durability, and comfort make them a top-notch choice for daily wear. I am highly satisfied with these jeans and would highly recommend them to anyone seeking a versatile and comfortable pair of jeans for various occasions.",positive
"These pants are so comfortable, have a number of black pairs and needed to try grey!",positive
"Great fit, reasonable price, quick return time from purchase to receipt.",positive
"more snug than other 360's in the same size that I own, but keeping them",neutral
Fits perfectly. Very stylish.,positive
These jeans are amazing. One of the best finds I've made at Old Navy in months. Love the fit and stretch of these jeans. I have them in the grey and white.,positive
Fits great,positive
Great quality and fit,positive
Great fit... Very comfortable...,positive
Fits great and looks nice.,positive
My son's favorite jeans..they r comfortable and durable...,positive
The jeans were made well and had nice denim.  The sizing was accurate and they were shipped quickly.,positive
"Fit well, have a good stretch to them. Nice wash color",positive
color looks great,positive
They fit great and feel comfortable all day!,positive
My husband is using them for work. He finds them comfortable. Good fit on the waist,positive
"One of the best jeans I've worn. Really comfortable, stretchy so you can bend, crouch or squat without any issues. Definitely my go to pair of jeans when I go ayce!",positive
Great fit and good little stretch.,positive
My husband's new favourite jeans for work and play! Comfortable with just the right amount of stretch!,positive
Fits great and looks nice.,positive
My son's favorite jeans..they r comfortable and durable...,positive
The jeans were made well and had nice denim.  The sizing was accurate and they were shipped quickly.,positive
"Fit well, have a good stretch to them. Nice wash color",positive
color looks great,positive
They fit great and feel comfortable all day!,positive
My husband is using them for work. He finds them comfortable. Good fit on the waist,positive
"One of the best jeans I've worn. Really comfortable, stretchy so you can bend, crouch or squat without any issues. Definitely my go to pair of jeans when I go ayce!",positive
Great fit and good little stretch.,positive
My husband's new favourite jeans for work and play! Comfortable with just the right amount of stretch!,positive
Son loves these!,positive
Ffits good better than expected.,positive
True to fit,positive
I like how the taper cut is on these pants.,positive
This jean fits and looks great…not over the top with the distressed element.,mixed
A++++++,positive
These jeans came in as expected and fit amazingly! Major thanks to the company for having different size combinations!,positive
"Husband loves these, he says they're his most comfortable pair of jeans now. Good basic pair.",positive
It was more baggy look than an athletic taper.,neutral
Great fit and looked awesome,positive
"Nice, especially the special price!",positive
These jeans were an amazing deal on clearance and my husband liked how they fit.,positive
Great,positive
The best cut!,positive
The stretch is perfect! They look great. Boyfriend said they feel great on,positive
Great product super price,positive
I need to exchange for the next smaller size,neutral
"I didn't pay full price. Or even nearly full price
 I paid a whopping 3.97. Never owned 100% cotton jeans. These have 0 stretch which in this case is a good thing but tough to get used to when your usual jeans are american eagle or uniqlo. Seems like good quality and for less money than a 10 peice nugget, i cannot complain.",mixed
"Great quality,I like it so  I recommend it.",positive
Comfortable and fita true to size for my husband,positive
Very comfortable! Great fit!,positive
"Excellant fit, great color choices and   fantastic price!!!!",positive
We bought 2 pairs of pants for my husband. Once we got them he put them straight on and loved how stretchy and comfortable they were. He did the squat test in case and the bender with him. He loves his pants . Highly recommend.,positive
The fit is slightly different from other athletic fit,neutral
Nice fit and the jeans are comfortable,positive
Finally an awesome fit in the legs and no crazy long drop crotch,positive
"This jeans are awesome; way better than I expected. They are comfortable, soft, very stretchy all around, and the fit is perfect for my athletic body and muscular legs.I love the color, too.",positive
Comfortable,positive
Very nice looking jeans and super comfortable!,positive
"Husband already has 2 pairs just had to get another one,he says it's soft and comfortable to wear to work.",positive
Love this fit because it seems like pants are getting tighter nowadays and I'm a lil too old for that. Need something that fits but is not baggy,positive
"Such a great fit! With a build of 5'7 and around 155-160lbs I always have to be very particular about the types of jeans I buy due to having thick thighs, but these are amazingly comfortable to slide into. The rips and open hole on the knee makes everything else mesh together perfectly.",positive
"Good fit in waist, would have been nice to have option to choose length when ordering, but luckily it's only a little long and not short.",positive
I like the jeans but they run a little large.I would have ordered them in 30L instead of 32L,neutral
"I love how these jeans fit.  Very loose at the top, and fitted at the bottom.",mixed
Great product,positive
great fit and looks good on,positive
Perfect fit,positive
Nice,positive
Great fit and look,positive
Stretchy,neutral
Great fit and great price,positive
Way way too baggy...,negative
Good,positive
Much like 👍,positive
Classic and comfi' Can't go wrong,positive
Fit true and look great.,positive
Fitting is too good must try.,positive
Perfect fit for me,positive
Confortable jeans,positive
look so nice on my husband,positive
Nice fit. My husband has full legs and the jeans did not constrict his thighs,positive
Great fit! True to size!,positive
The fit is amazingly comfortable.,positive
Perfect fit comfort and style,positive
"Great fit, great quality. 100% recommend!",positive
Like the color and the fit,neutral
Excellent item for the price,positive
Love the style,positive
My husband is very old school about his jeans. He doesn't want any stretch in his jeans. He said these jeans are just what he wants.,neutral
Fit is good,positive
Great fit! Very comfortable,positive
"Old Navy jeans are the only ones I wear.  Best fitting, most comfortable jeans for me!",positive
I love my jeans,positive
The fit was perfect love the color and length. The style looks clean.,positive
Great fit,positive
The jeans are ok I thought it would be more of a slim fit but they are a little baggy to my liking and the length is a little long.  You might have to order a size down because they stretch.,positive
Size fits comfortable,positive
Fit my super tall and skinny son. He wears 28/34. So happy ON gad his size. Good quality and fit. Good price with discount code.,positive
My teenage son is tall and thin and it is very difficult to find pants that fit him well. These fit him perfectly and are of great quality.,mixed
,neutral
Perfect fit for my growing don,positive
Love,positive
"These jeans are super comfortable and the color is on point!  The durability is great, too; especially for the price.",positive
Perfect loose fit.,positive
Nice,positive
THE JEANS ARE EXACTLY WHAT I WANTED IN FIT & COLOR.  I HIGHLY RECOMMEND THEM.,positive
Love it,positive
"Poorly made
Legs are too slim
Thin material",negative
Great jeans,positive
Love em,positive
Purchased for my son and he loves them. He is slim and they fit perfect,positive
Comfortable and definitely upgraded my wardrobe.,positive
Very comfarable,positive
Jeans fit great excellent quality the right even quicker than anticipated to my house delivered.,positive
Fits great,positive
Awesome pair of jean.  Love the style and fit to size,positive
My son LOVES the features of these particular jeans. They have pre cut holes that are lined well with durable fabric creating a laid back appeal. He particularly is fond of the fit and comfort of them as well.,positive
"This style has been a game changer with the checkered cut on the knee, multiple ways to combine this. Similar to the other styles when washing recommend to air dry to preserve the fabric",neutral
Fit perfectly soft material,positive
they very nice!,positive
"Did the job, good fit for my guy at a great cost.",positive
The color and fit were great.,positive
"These are tailored really good.
You can either style it up or down....
Either a t-shirt or button-up shirt....
Soft ...comfortable and relaxing....",positive
"They are nice jeans, however, they are a bit tight around the thigh area.",positive
Faded with first wash.,neutral
Fits snug in the crotch area but looks great on the legs !,positive
Perfect fit,positive
I like how it fit and the quality material,positive
Looks good with casual or blazer and amble.,positive
Jeans fit just right,positive
Small waist size and longer leg.  Hard to get at other places. Excellent!,mixed
Perfect fit and I like the quality,positive
Very comfortable jeans,positive
Perfect fit for my son!,positive
They fit so well and are very comfortable.,positive
"Great color, great fit. All in all a great buy",positive
I purchased these for my son. He likes how they fit. He uses the back pockets a lot and through the year they will develop a hole at the top seam where it attaches to the pants.,positive
I sons are 14 and 13 and they wear 40/30 with size 11.5 shoes the love the comfort and fit of these ppl ants,positive
Very Comfortable I like the color  I had to buy a nother,positive
Great pants. Look nice and comfortable,positive
Great fit,positive
LOVE THESE JEANS.FIT PERFECT !,positive
The Built In flex really makes all the difference. I love these jeans.,positive
Great Quality 💯,positive
Best comfortable jeans to wear for work.,positive
Bell bottom boot cut,neutral
Thankful for the tall sizes! 30x36 is a perfect fit!,positive
"Great product, Great price, and delivered fast. thank you",positive
"I bought these for my 14 yr old son. He is almost 5'8, about 120 pounds. I got him a 30x34 and they fit great.",positive
"Thought I wish we could go back to the days where you could get a true fit (34X31 or 35X31) the pants made me feel great about my weight loss. It has been years since I fit into a size 34, and these fit great! I will be wearing these for a very long time!",positive
Good looking pair of jeans. Comfortable and affordable. My favorite cut. Have another pair ordered!,positive
Comfortable pants for my husband. Makes the booty look nice.,positive
Smooth Transaction and prompt Shipping. Thank you again Old Navy. Love your Jeans!!,positive
First pair of men's jeans I've had to by for my son. He really liked them. Especially the dark wash. Not tight in the thighs. And washed nicely.,positive
True to fit and comfey. The stretch material helps maintain the comfort especially in the sitting position for long periods of time behind the desk. Love these jeans!,positive
Nice fit - if you have thicker things it might fit just a tad tight - button are like bell bottoms but very soft and I love them,positive
Super comfy and.fit great. Would definitely buy again.,positive
Great product,positive
Great quality and great fit,positive
My husband use this pants to work on a daily basis because they're soft.,neutral
"I don't recommend if you have fairly athletic legs. It didn't fit me, despite ordering in the perfect waist size.",negative
"My BF has had several pairs of cargo pants for a while but was looking to get away from the cargo-style, and it has been difficult to find pants in his size that do not have the large cargo pockets on the side, especially in different colors, but these fit his tall/lanky stature perfectly and it was a great deal for a set of 2!",positive
Fits to size. Nice price.,positive
They were true to size and a great add the wardrobe.,positive
These are great for work or a nice casual dinner out paired with a polo.,positive
Fit good on  my 13 year old son. Measurments are true.,positive
Great fitment,positive
They were nice items but I believe they were overpriced.,negative
My sone really like the style,positive
Fit great.,positive
Fit great,positive
They look great!,positive
I LIKE THE FIT AND THE LENGTH SITS PERFECT 😍,positive
Fit nicely,positive
Good fit and nice style.,positive
Fast shipping! Great product!,positive
"They're pretty good on sale. I think they'd be the perfect fit if I got a shorter length, wasn't able to get it due to the clearance sale since they low on stock.",positive
Way too baggy. Wouldn't recommend,negative
"Perfect fit, and didn't bleed out in the first wash!",positive
nice,positive
Comfortable and durable,positive
"Very good, true to size. I wish it had more elasticity. I am a bodybuilder 208 5'9"" and I struggle to find wide enough jeans on the thighs area. This one is good",mixed
Nice fit,positive
"lenght is fine, but thigh part is too wide",negative
Very comfortbale,positive
"My husband loves these, has a few colors. Great for a slim fit.",positive
Appreciate an love the jeans will definitely buy more thank you.,positive
👍👌!!!,positive
Item as described. Solid fit,positive
fit big,neutral
40/30 didn't fit I put up my 40/30 levis an seen they were actually two sizes smaller than actual 40/30 yous purposely don't make big people clothes an wanna cut the cap on the waist lines you deem fashionable. Sad.,negative
Prefect fit will buy more,positive
Great quality for the price,positive
Black is slimming. Loose is comfortable.,positive
"Good fit, good quality cotton.",positive
Perfect size and length,positive
Looks great and fits well.,positive
As a big guy there stretch in these jeans is perfect,positive
They feel comfortable and relaxing,positive
I enjoy shopping at old navy. There clothes fit perfect.,positive
They fit well and looks good on my husband.,positive
Bought for a gift to someone else.,positive
"These men's jeans are fantastic! They offer a comfortable fit and are made with high-quality denim that feels durable. The stitching and craftsmanship are top-notch, and I appreciate the variety of styles and washes available. These jeans have quickly become a staple in my wardrobe due to their great design and versatility.",positive
Nice fit and comfortable,positive
Great fit comfy jeans.,positive
Good value,positive
Not sure what boots were used for this pattern but they are not true boot cut. Ran narrow in the leg which is exactly what I was not looking for with these jeans. Returned.,negative
Bought these for my husband for work. Going to buy more. They look really good on him!,positive
Great cut and color … perfect for our fall preteen,positive
Perfect  for what I needed,positive
Loved,positive
"My child will actually wear them, which is saying a lot!",positive
Too big. Not my idea if what jeans feel like.,negative
"The pants are exactly what was advertised online...  The pants feel like a strong but very light fabric that feels great to wear on a casual day at work, fun with friends and also the pants would be a great match with a nice old Navy button up to go on a first/any date...",positive
Legs are super wide. Look weird,negative
Amazing fit,positive
Amazing fits perfect,positive
For my son and he loves them,positive
Extremely satisfied,positive
"Stretch is better..in ALL Jean's, at least a little bit. They had no give. Took them back.",positive
Sorry we returned this item as we picked the wrong size but they did seem like really nice jeans.,negative
Comfortable and well fitting!,positive
He likes them,positive
Very comfortable.  Don't even think that brand name or expensive jeans will beat these jeans.  I love the way it fits me just right and don't even breaking anymore bank.  Highly recommended.,mixed
"I got these at a great price, but you would never realize they were on sale based on the quality of the product. These jeans are solid and look and feel great",positive
Like,positive
These jeans are my son's favorite and has been for years - I always get him a new pair for Christmas!,positive
My husband love these jeans!,positive
What is from her boyfriend he like them but the pockets for a bit small,neutral
These jeans are made so small and narrow even in the Big Guy size which is really disappointing as I was so looking forward to wearing them.,negative
Beautiful jeans,positive
These jeans are pretty good quality!,positive
"My husband is 6'4"" and 230 pounds and these are midrise on him. They are loose and great for work but don't have any stretch. Because of this I recommend size up in the waist. Length is great.",mixed
AMAZING fit as always! Love it!,positive
These jeans fit great!!,positive
Like,positive
These jeans are my son's favorite and has been for years - I always get him a new pair for Christmas!,positive
My husband love these jeans!,positive
What is from her boyfriend he like them but the pockets for a bit small,neutral
These jeans are made so small and narrow even in the Big Guy size which is really disappointing as I was so looking forward to wearing them.,negative
Beautiful jeans,positive
These jeans are pretty good quality!,positive
"My husband is 6'4"" and 230 pounds and these are midrise on him. They are loose and great for work but don't have any stretch. Because of this I recommend size up in the waist. Length is great.",mixed
AMAZING fit as always! Love it!,positive
These jeans fit great!!,positive
"I cannot find any other brand of jeans that is classy, stylish and for a great price. I'm a dad of 4, so any deal helps! Thanks Old Navy.",positive
"A little more acid wash looking than I thought, otherwise great.",positive
"Perfect fit, right amount of room",positive
For a grandson. Loved them,positive
Fit great,positive
Bought all my husband's jean here so looks like likes it,positive
Nice fit!,positive
Pants fit peefectly,neutral
Comfortable,positive
"Big fan of the boot cut built in flex Jeans, the sizing does tend to be slightly different from pair to pair but they always fit and they're comfortable.",positive
Very soft and comfortable pants.  The color is lighter than expected but still a nice shade of gray.  Sizing seems to be accurate and washing them didn't shrink them or anything.  Material may be a little bit thin so not sure how long they will hold up.,mixed
"Snugger fit, long enough.",neutral
"Returned these - thought there was ""give"" in the waistband, but not enough...",negative
Bought for my teenage son. He absolutely loves them.,positive
Nice fit  Thin fabric,positive
"Comfortable & soft, great fit",positive
Love them super comfortable!,positive
Got this because it was on sale!!,positive
Great fit and great quality,positive
"nice fit, essential element for young mans wardrobe",positive
Got these for my son. They fit perfect! He loves them!,positive
"Comfortable, fit well. Really like the color",positive
"True to the size guide provided, best looking khakis I own",positive
"These pants are definitely pants, I put them on and it feels like I'm wearing pants",neutral
Fits good and I like them,positive
The pants perfectly fit my husband & quality of materials we're good.  We got them for a good price because of all the discounts & super cash rewards that we redeemed.  Thank you so much.  Looking forward for our next shopping.  More power.,positive
Excellent material and fit,positive
"Love the fit of the slim jeans, also has great voice of colors.",positive
Perfect fit my son is 6'4 150lbs,positive
Perfect fit and very comfortable,positive
"They were a bit to tight waiting for the next pair to get here. I went to store for refund, they wouldn't refund the delivery charge",negative
Love the fit and color! #sweepstakes,positive
Great pants…very comfortable! Wear to work pretty much everyday.,positive
Always a perfect fit. Can get a long length with narrow waist.,positive
Love the color,positive
Great fit and color,positive
"I wear this size in other old navy pants, but this didn't fit at all.",negative
Liked the quality and fast shipping,positive
Good fit,positive
My sons favorite pants!,positive
